rank,scientific_name,database,db_id,kingdom,phylum,class,order,family,genus,species,raw_name
Phylum,Gemmatimonadetes,worms,571298,Bacteria,Gemmatimonadetes,,,,,,Gemmatimonadetes
Species,Calcidiscus leptoporus,worms,235923,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,Calcidiscus leptoporus,Calcidiscus leptoporus
Species,Calyptrosphaera dentata,worms,670395,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calyptrosphaeraceae,Calyptrosphaera,Calyptrosphaera dentata,Calyptrosphaera dentata
Species,Coronosphaera mediterranea,worms,235944,Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Coronosphaera,Coronosphaera mediterranea,Coronosphaera mediterranea
Species,Emiliania huxleyi,worms,115104,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania huxleyi,Emiliania huxleyi
Species,Gephyrocapsa oceanica,worms,235955,Chromista,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Gephyrocapsa,Gephyrocapsa oceanica,Gephyrocapsa oceanica
Species,Helicosphaera carteri,worms,615435,Chromista,Haptophyta,Prymnesiophyceae,Zygodiscales,Helicosphaeraceae,Helicosphaera,Helicosphaera carteri,Helicosphaera carteri
Genus,Phaeocystis,worms,115088,Chromista,Haptophyta,Prymnesiophyceae,Phaeocystales,Phaeocystaceae,Phaeocystis,,Phaeocystis
Species,Rhabdosphaera clavigera,worms,235972,Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Rhabdosphaeraceae,Rhabdosphaera,Rhabdosphaera clavigera,Rhabdosphaera clavigera
Species,Scyphosphaera apsteinii,worms,235975,Chromista,Haptophyta,Prymnesiophyceae,Zygodiscales,Pontosphaeraceae,Scyphosphaera,Scyphosphaera apsteinii,Scyphosphaera apsteinii
Species,Syracolithus confusus,worms,662750,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calyptrosphaeraceae,Syracolithus,Syracolithus confusus,Syracolithus confusus
Species,Syracosphaera halldalii,worms,236038,Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Syracosphaera,Syracosphaera halldalii,Syracosphaera halldalii
Species,Syracosphaera molischii,worms,236039,Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Syracosphaera,Syracosphaera molischii,Syracosphaera molischii
Species,Syracosphaera pulchra,worms,235979,Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Syracosphaeraceae,Syracosphaera,Syracosphaera pulchra,Syracosphaera pulchra
Species,Umbellosphaera tenuis,worms,235983,Chromista,Haptophyta,Haptophyta incertae sedis,,Umbellosphaeraceae,Umbellosphaera,Umbellosphaera tenuis,Umbellosphaera tenuis
Species,Umbilicosphaera hulburtiana,worms,235984,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Umbilicosphaera,Umbilicosphaera hulburtiana,Umbilicosphaera hulburtiana
Species,Umbilicosphaera sibogae,worms,235985,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Umbilicosphaera,Umbilicosphaera sibogae,Umbilicosphaera sibogae
Species,Zygosphaera hellenica,worms,235905,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calyptrosphaeraceae,Zygosphaera,Zygosphaera hellenica,Zygosphaera hellenica
Genus,Calcidiscus,worms,235804,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calcidiscaceae,Calcidiscus,,Calcidiscus
Genus,Calciosolenia,worms,235851,Chromista,Haptophyta,Prymnesiophyceae,Syracosphaerales,Calciosoleniaceae,Calciosolenia,,Calciosolenia
Species,Coccolithus pelagicus,worms,178600,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Coccolithaceae,Coccolithus,Coccolithus pelagicus,Coccolithus pelagicus
Species,Holococcolithophora dentata,worms,619116,Chromista,Haptophyta,Prymnesiophyceae,Coccolithales,Calyptrosphaeraceae,Holococcolithophora,Holococcolithophora dentata,Holococcosphaera dentate
Genus,Umbellosphaera,worms,235937,Chromista,Haptophyta,Haptophyta incertae sedis,,Umbellosphaeraceae,Umbellosphaera,,Umbellosphaera
Unknown,Heterokontophyta,worms,370437,Chromista,Heterokontophyta,,,,,,Heterokontophyta
Phylum,Loricifera,worms,101061,Animalia,Loricifera,,,,,,Loricifera
Genus,Paramicrosporidium,gbif,9816486,Protozoa,Microsporidia,,,,Paramicrosporidium,,Paramicrosporidium
Unknown,Acanthochitona,worms,137613,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,,Acanthochitona
Species,Acanthochitona achates,worms,386463,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,Acanthochitona achates,Acanthochitona achates
Species,Acanthochitona rubrolineata,worms,386513,Animalia,Mollusca,Polyplacophora,Chitonida,Acanthochitonidae,Acanthochitona,Acanthochitona rubrolineata,Acanthochitona rubrolineata
Unknown,Adula,worms,492094,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Adula,,Adula
Species,Aequipecten opercularis,worms,140687,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Aequipecten,Aequipecten opercularis,Aequipecten opercularis
Genus,Anomia,worms,137650,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,,Anomia
Species,Anomia ephippium,worms,138748,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Anomia,Anomia ephippium,Anomia ephippium
Class,Aplacophora,worms,411,Animalia,Mollusca,Aplacophora,,,,,Aplacophora
Species,Aporrhais pespelecani,worms,138760,Animalia,Mollusca,Gastropoda,Littorinimorpha,Aporrhaidae,Aporrhais,Aporrhais pespelecani,Aporrhais pespelecani
Species,Arca boucardi,worms,504374,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Arca,Arca boucardi,Arca boucardi
Species,Arca noae,worms,138788,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Arca,Arca noae,Arca noae
Family,Arcidae,worms,208,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,,,Arcidae
Species,Argopecten purpuratus,worms,394269,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Argopecten,Argopecten purpuratus,Argopecten purpuratus
Unknown,Bankia,worms,138534,Animalia,Mollusca,Bivalvia,Myida,Teredinidae,Bankia,,Bankia
Species,Bankia bipennata,worms,141597,Animalia,Mollusca,Bivalvia,Myida,Teredinidae,Bankia,Bankia bipennata,Bankia bipennata
Species,Bankia carinata,worms,141598,Animalia,Mollusca,Bivalvia,Myida,Teredinidae,Bankia,Bankia carinata,Bankia carinata
Species,Bankia setacea,worms,527858,Animalia,Mollusca,Bivalvia,Myida,Teredinidae,Bankia,Bankia setacea,Bankia setacea
Unknown,Barbatia,worms,137672,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,,Barbatia
Species,Barbatia lima,worms,207771,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,Barbatia lima,Barbatia lima
Species,Barbatia virescens,worms,207777,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,Barbatia virescens,Barbatia virescens
Genus,Benthoctopus,worms,138266,Animalia,Mollusca,Cephalopoda,Octopoda,Bathypolypodidae,Benthoctopus,,Benthoctopus
Genus,Berthella,worms,138361,Animalia,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Berthella,,Berthella
Class,Bivalvia,worms,105,Animalia,Mollusca,Bivalvia,,,,,Bivalvia
Unknown,Bivalvia,worms,105,Animalia,Mollusca,Bivalvia,,,,,Bivalvia
Species,Brachidontes pharaonis,worms,140437,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Brachidontes,Brachidontes pharaonis,Brachidontes pharaonis
Species,Busycon carica,worms,160185,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Busycon,Busycon carica,Busycon carica
Species,Busycotypus canaliculatus,worms,160192,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Busycotypus,Busycotypus canaliculatus,Busycotypus canaliculatus
Class,Caenogastropoda,worms,224570,Animalia,Mollusca,Gastropoda,,,,,Caenogastropoda
Genus,Callistoma,worms,138584,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Callistoma,,Callistoma
Species,Cardiomya planetica,worms,408487,Animalia,Mollusca,Bivalvia,,Cuspidariidae,Cardiomya,Cardiomya planetica,Cardiomya planetica
Species,Cellana grata,worms,325450,Animalia,Mollusca,Gastropoda,,Nacellidae,Cellana,Cellana grata,Cellana grata
Species,Cerastoderma edule,worms,138998,Animalia,Mollusca,Bivalvia,Cardiida,Cardiidae,Cerastoderma,Cerastoderma edule,Cerastoderma edule
Species,Cerithiopsis tenthrenois,worms,139084,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiopsidae,Cerithiopsis,Cerithiopsis tenthrenois,Cerithiopsis tenthrenois
Species,Cerithiopsis tubercularis,worms,139085,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiopsidae,Cerithiopsis,Cerithiopsis tubercularis,Cerithiopsis tubercularis
Species,Cerithium litteratum,worms,216687,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Cerithiidae,Cerithium,Cerithium litteratum,Cerithium litteratum
Genus,Chama,worms,137775,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,,Chama
Unknown,Chama,worms,137775,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,,Chama
Species,Chama argentata,worms,538651,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Chama argentata,Chama argentata
Species,Chama cerinorhodon,worms,389748,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Chama cerinorhodon,Chama cerinorhodon
Species,Chama congregata,worms,420814,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Chama congregata,Chama congregata
Species,Chama dunkeri,worms,504781,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Chama dunkeri,Chama dunkeri
Species,Chama japonica,worms,760167,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Chama japonica,Chama japonica
Species,Chama pacifica,worms,139120,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Chama pacifica,Chama pacifica
Genus,Chlamys,worms,138315,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,,Chlamys
Unknown,Clio,worms,137751,Animalia,Mollusca,Gastropoda,Pteropoda,Cliidae,Clio,,Clio
Genus,Colwellia,worms,851293,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Colwellia,,Colwellia
Species,Corbula gibba,worms,139410,Animalia,Mollusca,Bivalvia,Myida,Corbulidae,Corbula,Corbula gibba,Corbula gibba
Species,Crassadoma gigantea,worms,240774,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Crassadoma,Crassadoma gigantea,Crassadoma gigantea
Genus,Crassostrea,worms,138297,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,,Crassostrea
Species,Crassostrea bilineata,worms,506707,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea bilineata,Crassostrea bilineata
Species,Magallana gigas,worms,836033,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana gigas,Crassostrea gigas
Species,Crassostrea virginica,worms,140657,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea virginica,Crassostrea virginica
Genus,Crepidula,worms,137722,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,,Crepidula
Species,Crepidula fornicata,worms,138963,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula fornicata,Crepidula fornicata
Species,Crepidula onyx,worms,397063,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,Crepidula onyx,Crepidula onyx
Species,Crisilla semistriata,worms,141280,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Crisilla,Crisilla semistriata,Crisilla semistriata
Species,Cryptonatica affinis,worms,140525,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Cryptonatica,Cryptonatica affinis,Cryptonatica affinis
Species,Cucurbitula cymbium,worms,505332,Animalia,Mollusca,Bivalvia,Gastrochaenida,Gastrochaenidae,Cucurbitula,Cucurbitula cymbium,Cucurbitula cymbium
Species,Dendostrea folium,worms,506716,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Dendostrea,Dendostrea folium,Dendostrea folium
Species,Dendronotus frondosus,worms,139523,Animalia,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus frondosus,Dendronotus frondosus
Species,Dendrostrea folium,worms,545401,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Dendrostrea,Dendrostrea folium,Dendrostrea folium
Genus,Diodora,worms,138011,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,,Diodora
Species,Diodora funiculata,worms,233587,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,Diodora funiculata,Diodora funiculata
Species,Dolabella auricularia,worms,208629,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Dolabella,Dolabella auricularia,Dolabella auricularia
Family,Dorididae,worms,9904,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,,,Dorididae
Species,Dosinia lupinus,worms,141912,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Dosinia,Dosinia lupinus,Dosinia lupinus
Genus,Doto,worms,137916,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,,Doto
Species,Doto uva,worms,532767,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,Doto uva,Doto uva
Genus,Erronea,worms,206068,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Erronea,,Erronea
Unknown,Eubranchus,worms,137954,Animalia,Mollusca,Gastropoda,Nudibranchia,Eubranchidae,Eubranchus,,Eubranchus
Species,Euvola ziczac,worms,394073,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Euvola,Euvola ziczac,Euvola ziczac
Species,Falcidens longus,worms,458324,Animalia,Mollusca,Caudofoveata,Chaetodermatida,Chaetodermatidae,Falcidens,Falcidens longus,Falcidens longus
Species,Fiona pinnata,worms,139942,Animalia,Mollusca,Gastropoda,Nudibranchia,Fionidae,Fiona,Fiona pinnata,Fiona pinnata
Species,Fissurella cumingi,worms,570478,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,Fissurella cumingi,Fissurella cumingi
Genus,Gadila,worms,138026,Animalia,Mollusca,Scaphopoda,Gadilida,Gadilidae,Gadila,,Gadila
Class,Gastropoda,worms,101,Animalia,Mollusca,Gastropoda,,,,,Gastropoda
Unknown,Gastropoda,worms,101,Animalia,Mollusca,Gastropoda,,,,,Gastropoda
Species,Gibbula umbilicalis,worms,1039850,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Gibbula umbilicalis,Gibbula umbilicalis
Species,Glorichlamys quadrilirata,worms,394396,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Glorichlamys,Glorichlamys quadrilirata,Glorichlamys quadrilirata
Genus,Graneledone,worms,157018,Animalia,Mollusca,Cephalopoda,Octopoda,Megaleledonidae,Graneledone,,Graneledone
Species,Hawaiarca uwaensis,worms,504440,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Hawaiarca,Hawaiarca uwaensis,Hawaiarca uwaensis
Species,Helix aspersa,gisd,1638,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Helix,Helix aspersa,Helix aspersa
Species,Hermissenda crassicornis,worms,367883,Animalia,Mollusca,Gastropoda,Nudibranchia,Myrrhinidae,Hermissenda,Hermissenda crassicornis,Hermissenda crassicornis
Unknown,Heteropoda,worms,14775,Animalia,Mollusca,Gastropoda,Littorinimorpha,,,,Heteropoda
Species,Hiatella arctica,worms,140103,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Hiatella arctica,Hiatella arctica
Species,Hiatella orientalis,worms,766709,Animalia,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Hiatella,Hiatella orientalis,Hiatella orientalis
Species,Hydrobia neglecta,worms,140125,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,Hydrobia neglecta,Hydrobia neglecta
Species,Hydrobia ventrosa,worms,140127,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Hydrobia,Hydrobia ventrosa,Hydrobia ventrosa
Unknown,Hyotissa,worms,204006,Animalia,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Hyotissa,,Hyotissa
Species,Hyotissa quercinus,worms,605707,Animalia,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Hyotissa,Hyotissa quercinus,Hyotissa quercinus
Genus,Isognomon,worms,138091,Animalia,Mollusca,Bivalvia,Ostreida,Isognomonidae,Isognomon,,Isognomon
Species,Isognomon bicolor,worms,420737,Animalia,Mollusca,Bivalvia,Ostreida,Isognomonidae,Isognomon,Isognomon bicolor,Isognomon bicolor
Species,Isognomon legumen,worms,208472,Animalia,Mollusca,Bivalvia,Ostreida,Isognomonidae,Isognomon,Isognomon legumen,Isognomon legumen
Unknown,Janthina,worms,138092,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Epitoniidae,Janthina,,Janthina
Species,Kellia suborbicularis,worms,140161,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kellia,Kellia suborbicularis,Kellia suborbicularis
Species,Lacuna vincta,worms,140170,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,Lacuna vincta,Lacuna vincta
Species,Laevichlamys cuneata,worms,393107,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Laevichlamys,Laevichlamys cuneata,Laevichlamys cuneata
Species,Laevichlamys squamosa,worms,393116,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Laevichlamys,Laevichlamys squamosa,Laevichlamys squamosa
Species,Lepidochitona cinerea,worms,152774,Animalia,Mollusca,Polyplacophora,Chitonida,Lepidochitonidae,Lepidochitona,Lepidochitona cinerea,Lepidochitona cinerea
Unknown,Limacina,worms,138122,Animalia,Mollusca,Gastropoda,Pteropoda,Limacinidae,Limacina,,Limacina
Species,Limaria hirasei,worms,505502,Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,Limaria hirasei,Limaria hirasei
Species,Lithophaga lithophaga,worms,140459,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Lithophaga,Lithophaga lithophaga,Lithophaga lithophaga
Species,Litiopa melanostoma,worms,140258,Animalia,Mollusca,Gastropoda,[unassigned] Caenogastropoda,Litiopidae,Litiopa,Litiopa melanostoma,Litiopa melanostoma
Species,Littorina fabalis,worms,140261,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina fabalis,Littorina fabalis
Species,Littorina littorea,worms,140262,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina littorea,Littorina littorea
Species,Littorina neritoides,worms,151586,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina neritoides,Littorina neritoides
Species,Littorina rudis,worms,151580,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina rudis,Littorina rudis
Species,Littorina saxatilis,worms,140264,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,Littorina saxatilis,Littorina saxatilis
Family,Littorinidae,worms,119,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,,Littorinidae
Unknown,Lottia,worms,160336,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,,Lottia
Species,Lottia dorsuosa,worms,456589,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,Lottia dorsuosa,Lottia dorsuosa
Species,Lottia kogamogai,worms,456594,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,Lottia kogamogai,Lottia kogamogai
Species,Lottia pelta,worms,456602,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,Lottia pelta,Lottia pelta
Species,Lottia versicolor,worms,576373,Animalia,Mollusca,Gastropoda,,Lottiidae,Lottia,Lottia versicolor,Lottia versicolor
Species,Lyrodus takanoshimensis,worms,397097,Animalia,Mollusca,Bivalvia,Myida,Teredinidae,Lyrodus,Lyrodus takanoshimensis,Lyrodus takanoshimensis
Species,Macomangulus tenuis,worms,878470,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Macomangulus,Macomangulus tenuis,Macomangulus tenuis
Species,Magallana gigas,worms,836033,Animalia,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana gigas,Magallana gigas
Species,Malleus regula,worms,605717,Animalia,Mollusca,Bivalvia,Ostreida,Malleidae,Malleus,Malleus regula,Malleus regula
Genus,Mitrella,worms,137804,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,,Mitrella
Unknown,Mitrella,worms,137804,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,,Mitrella
Species,Mitrella moleculina,worms,511534,Animalia,Mollusca,Gastropoda,Neogastropoda,Columbellidae,Mitrella,Mitrella moleculina,Mitrella moleculina
Unknown,Modiolus,worms,138223,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,,Modiolus
Species,Modiolus barbatus,worms,140464,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Modiolus barbatus,Modiolus barbatus
Species,Modiolus kurilensis,worms,541262,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Modiolus kurilensis,Modiolus kurilensis
Species,Modiolus nipponicus,worms,506112,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,Modiolus nipponicus,Modiolus nipponicus
Phylum,Mollusca,worms,51,Animalia,Mollusca,,,,,,Mollusca
Unknown,Monia,worms,153020,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Monia,,Monia
Species,Monia macrochisma,worms,423535,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Monia,Monia macrochisma,Monia macrochisma
Species,Monia umbonata,worms,758424,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Monia,Monia umbonata,Monia umbonata
Species,Mopalia seta,worms,386358,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Mopalia seta,Mopalia seta
Species,Musculus costulatus,worms,140471,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Musculus costulatus,Musculus costulatus
Species,Musculus subpictus,worms,506128,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Musculus,Musculus subpictus,Musculus subpictus
Species,Mytilaster minimus,worms,140478,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilaster,Mytilaster minimus,Mytilaster minimus
Family,Mytilidae,worms,211,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,,,Mytilidae
Species,Mytilisepta virgata,worms,506157,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilisepta,Mytilisepta virgata,Mytilisepta virgata
Genus,Mytilus,worms,138228,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,Mytilus
Unknown,Mytilus,worms,138228,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,,Mytilus
Species,Mytilus coruscus,worms,506159,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus coruscus,Mytilus coruscus
Species,Mytilus edulis,worms,140480,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,Mytilus edulis
